pfr_id,cfb_id,gsis_id,player_name,position,draft_year,draft_round,draft_pick,draft_team,college,height_in,weight_lbs,forty_yard,vertical_jump,broad_jump,bench_reps,cone_drill,shuttle,col_pass_completions,col_pass_attempts,col_pass_yards,col_pass_tds,col_pass_ints,col_rush_attempts,col_rush_yards,col_rush_tds,col_receptions,col_rec_yards,col_rec_tds,weighted_av,draft_team_av,nfl_games,pro_bowls,all_pro,seasons_started,hof,position_group,missing_outcome,missing_combine,missing_height_weight,missing_college_stats
DorsPh00,phillip-dorsett-1,00-0032208,Phillip Dorsett,WR,2015,1,29,IND,miami,70.0,185.0,4.33,37.0,122.0,13.0,6.7,4.11,3.0,3.0,42.0,1.0,0.0,7.0,2.0,0.0,121.0,2132.0,17.0,16.0,7.0,94.0,0,0,0,False,skill_pass,False,False,False,False
SanuMo00,mohamed-sanu-1,00-0029632,Mohamed Sanu,WR,2012,3,83,CIN,rutgers,73.0,211.0,4.62,36.0,126.0,19.0,6.88,4.22,8.0,18.0,207.0,4.0,0.0,125.0,653.0,9.0,210.0,2263.0,12.0,41.0,15.0,136.0,0,0,5,False,skill_pass,False,False,False,False
SuttCo00,courtland-sutton-1,00-0034348,Courtland Sutton,WR,2018,2,40,DEN,southern methodist,75.0,218.0,4.54,35.5,124.0,18.0,6.57,4.11,2.0,2.0,75.0,0.0,0.0,1.0,2.0,1.0,195.0,3220.0,31.0,45.0,45.0,115.0,2,0,5,False,skill_pass,False,False,False,False
ElliBr00,bruce-ellington-1,00-0031326,Bruce Ellington,WR,2014,4,106,SFO,south carolina,69.0,197.0,4.45,39.5,120.0,15.0,6.69,3.95,4.0,5.0,36.0,1.0,0.0,25.0,148.0,1.0,106.0,1586.0,16.0,7.0,2.0,44.0,0,0,0,False,skill_pass,False,False,False,False
ArchDr00,dri-archer-1,00-0031392,Dri Archer,WR,2014,3,97,PIT,kent st.,68.0,173.0,4.26,38.0,122.0,20.0,6.86,4.06,1.0,1.0,24.0,1.0,0.0,325.0,2342.0,24.0,99.0,1194.0,12.0,0.0,0.0,20.0,0,0,0,False,skill_pass,False,False,False,False
BeckOd00,odell-beckham-jr-1,00-0031235,Odell Beckham Jr.,WR,2014,1,12,NYG,louisiana state,71.0,198.0,4.38,38.5,122.0,7.0,6.69,3.94,0.0,1.0,0.0,0.0,0.0,7.0,77.0,0.0,143.0,2340.0,12.0,59.0,41.0,119.0,3,0,6,False,skill_pass,False,False,False,False
CookBr00,brandin-cooks-1,00-0031236,Brandin Cooks,WR,2014,1,20,NOR,oregon st.,70.0,189.0,4.33,36.0,120.0,16.0,6.76,3.81,0.0,1.0,0.0,0.0,0.0,61.0,340.0,2.0,226.0,3272.0,24.0,73.0,21.0,173.0,0,0,10,False,skill_pass,False,False,False,False
CobbRa00,randall-cobb-1,00-0028002,Randall Cobb,WR,2011,2,64,GNB,kentucky,70.0,191.0,4.46,33.5,115.0,16.0,7.08,4.34,62.0,122.0,689.0,5.0,5.0,228.0,1313.0,22.0,144.0,1661.0,13.0,64.0,56.0,166.0,1,0,5,False,skill_pass,False,False,False,False
FordJa01,jacoby-ford-1,00-0027709,Jacoby Ford,WR,2010,4,108,OAK,clemson,69.0,186.0,4.28,33.5,115.0,15.0,7.0,4.44,2.0,2.0,55.0,1.0,0.0,58.0,494.0,2.0,140.0,1919.0,15.0,12.0,12.0,38.0,0,0,1,False,skill_pass,False,False,False,False
WillKy01,kyle-williams-1,00-0027608,Kyle Williams,WR,2010,6,206,SFO,arizona st.,70.0,188.0,4.4,33.0,118.0,11.0,7.0,4.19,1.0,1.0,32.0,1.0,0.0,17.0,130.0,0.0,109.0,1626.0,18.0,6.0,6.0,39.0,0,0,0,False,skill_pass,False,False,False,False
KirkCh01,christian-kirk-1,00-0034775,Christian Kirk,WR,2018,2,47,ARI,texas a&m,70.0,201.0,4.47,35.5,115.0,20.0,7.09,4.45,0.0,2.0,0.0,0.0,0.0,23.0,120.0,0.0,234.0,2856.0,26.0,42.0,23.0,106.0,0,0,7,False,skill_pass,False,False,False,False
WhitJo02,jordan-white-1,00-0029642,Jordan White,WR,2012,7,244,NYJ,western michigan,72.0,208.0,4.63,35.0,119.0,14.0,6.84,4.13,0.0,1.0,0.0,0.0,0.0,4.0,56.0,0.0,294.0,4068.0,32.0,0.0,0.0,3.0,0,0,0,False,skill_pass,False,False,False,False
WatkSa00,sammy-watkins-1,00-0031325,Sammy Watkins,WR,2014,1,4,BUF,clemson,73.0,211.0,4.43,34.0,126.0,16.0,6.95,4.34,2.0,5.0,61.0,1.0,1.0,52.0,339.0,1.0,240.0,3391.0,27.0,43.0,20.0,111.0,0,0,6,False,skill_pass,False,False,False,False
MartKe01,keshawn-martin-1,00-0029415,Keshawn Martin,WR,2012,4,121,HOU,michigan st.,71.0,188.0,4.42,39.5,122.0,13.0,6.85,4.13,8.0,9.0,158.0,2.0,0.0,64.0,540.0,3.0,127.0,1714.0,10.0,7.0,4.0,58.0,0,0,1,False,skill_pass,False,False,False,False
HarrDw00,dwayne-harris-1,00-0028114,Dwayne Harris,WR,2011,6,176,DAL,east carolina,70.0,203.0,4.53,34.0,111.0,10.0,6.77,4.21,4.0,9.0,153.0,2.0,0.0,86.0,526.0,6.0,268.0,3001.0,20.0,12.0,6.0,109.0,1,0,0,False,skill_pass,False,False,False,False
EverGe00,gerald-everett-1,00-0033895,Gerald Everett,TE,2017,2,44,LAR,south alabama,75.0,239.0,4.62,37.5,126.0,22.0,6.99,4.33,1.0,1.0,7.0,1.0,0.0,8.0,7.0,4.0,90.0,1292.0,12.0,22.0,10.0,124.0,0,0,3,False,skill_pass,False,False,False,False
JoneZa00,isaiah-jones-2,00-0033891,Zay Jones,WR,2017,2,37,BUF,east carolina,74.0,201.0,4.45,36.5,133.0,15.0,6.79,4.01,3.0,4.0,36.0,1.0,0.0,5.0,18.0,0.0,397.0,4264.0,23.0,25.0,8.0,123.0,0,0,3,False,skill_pass,False,False,False,False
BoydTy00,tyler-boyd-1,00-0033009,Tyler Boyd,WR,2016,2,55,CIN,pittsburgh,73.0,197.0,4.58,34.0,119.0,11.0,6.9,4.35,3.0,4.0,96.0,0.0,0.0,63.0,520.0,1.0,254.0,3361.0,21.0,48.0,46.0,136.0,0,0,5,False,skill_pass,False,False,False,False
MillBr03,braxton-miller-1,00-0033069,Braxton Miller,WR,2016,3,85,HOU,ohio st.,73.0,201.0,4.5,35.0,123.0,17.0,6.65,4.07,396.0,667.0,5295.0,52.0,17.0,599.0,3314.0,33.0,26.0,341.0,3.0,2.0,2.0,21.0,0,0,1,False,skill_pass,False,False,False,False
WescTr00,trevon-wesco-1,00-0035259,Trevon Wesco,TE,2019,4,121,NYJ,west virginia,75.0,267.0,4.89,31.0,117.0,24.0,7.18,4.38,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,28.0,373.0,2.0,0.0,0.0,69.0,0,0,1,False,skill_pass,False,False,False,False
GiveCh00,chris-givens-2,00-0029614,Chris Givens,WR,2012,4,96,STL,wake forest,71.0,198.0,4.35,33.5,118.0,19.0,6.97,4.23,0.0,2.0,0.0,0.0,0.0,45.0,238.0,2.0,163.0,2473.0,21.0,12.0,11.0,60.0,0,0,2,False,skill_pass,False,False,False,False
CrowJa00,jamison-crowder-1,00-0031941,Jamison Crowder,WR,2015,4,105,WAS,duke,68.0,185.0,4.56,37.0,115.0,10.0,7.17,4.32,2.0,4.0,33.0,1.0,0.0,21.0,135.0,1.0,283.0,3641.0,23.0,33.0,22.0,123.0,0,0,4,False,skill_pass,False,False,False,False
HardJu00,justin-hardy-1,00-0031570,Justin Hardy,WR,2015,4,107,ATL,east carolina,70.0,192.0,4.56,36.5,114.0,11.0,6.63,4.21,4.0,10.0,147.0,2.0,0.0,1.0,7.0,1.0,387.0,4541.0,35.0,8.0,8.0,73.0,0,0,0,False,skill_pass,False,False,False,False
BellBl00,blake-bell-1,00-0032062,Blake Bell,TE,2015,4,117,SFO,oklahoma,78.0,252.0,4.8,33.0,116.0,14.0,6.85,4.32,150.0,253.0,1763.0,12.0,6.0,181.0,631.0,24.0,16.0,214.0,4.0,5.0,2.0,117.0,0,0,1,False,skill_pass,False,False,False,False
SwitRy00,ryan-switzer-1,00-0033562,Ryan Switzer,WR,2017,4,133,DAL,north carolina,68.0,181.0,4.51,32.0,116.0,11.0,6.77,4.0,3.0,5.0,105.0,2.0,0.0,24.0,78.0,0.0,244.0,2907.0,19.0,3.0,1.0,41.0,0,0,0,False,skill_pass,False,False,False,False
LippTo00,tony-lippett-1,00-0031594,Tony Lippett,WR,2015,5,156,MIA,michigan st.,74.0,192.0,4.61,36.0,114.0,10.0,6.92,4.13,1.0,2.0,5.0,1.0,0.0,6.0,51.0,1.0,149.0,2247.0,15.0,6.0,6.0,28.0,0,0,1,False,skill_pass,False,False,False,False
BrowAn04,antonio-brown-1,00-0027793,Antonio Brown,WR,2010,6,195,PIT,central michigan,70.0,186.0,4.56,33.5,105.0,13.0,6.98,4.18,2.0,5.0,26.0,1.0,0.0,71.0,518.0,4.0,301.0,3176.0,22.0,92.0,86.0,146.0,7,4,7,False,skill_pass,False,False,False,False
DickEd00,ed-dickson-1,00-0027675,Ed Dickson,TE,2010,3,70,BAL,oregon,76.0,249.0,4.59,34.0,115.0,23.0,7.32,4.59,0.0,1.0,0.0,0.0,0.0,5.0,28.0,0.0,124.0,1557.0,12.0,16.0,9.0,134.0,0,0,7,False,skill_pass,False,False,False,False
QuinTr00,trey-quinn-1,00-0034339,Trey Quinn,WR,2018,7,256,WAS,southern methodist,71.0,203.0,4.55,33.5,116.0,17.0,6.91,4.19,1.0,2.0,34.0,0.0,1.0,3.0,11.0,0.0,136.0,1512.0,13.0,2.0,2.0,16.0,0,0,0,False,skill_pass,False,False,False,False
JameRi00,richie-james-1,00-0034286,Richie James,WR,2018,7,240,SFO,middle tenn. st.,70.0,183.0,4.48,35.5,122.0,6.0,6.87,4.16,6.0,8.0,80.0,0.0,0.0,60.0,542.0,5.0,244.0,3261.0,23.0,13.0,6.0,66.0,0,0,1,False,skill_pass,False,False,False,False
SamuJa00,jaylen-samuels-1,00-0034331,Jaylen Samuels,TE,2018,5,165,PIT,north carolina st.,71.0,225.0,4.54,34.5,121.0,18.0,6.93,4.28,2.0,3.0,84.0,1.0,0.0,182.0,1107.0,28.0,201.0,1851.0,19.0,7.0,7.0,45.0,0,0,0,False,skill_pass,False,False,False,False
CainDe00,deon-cain-1,00-0034406,Deon Cain,WR,2018,6,185,IND,clemson,74.0,202.0,4.43,33.5,115.0,11.0,6.71,4.37,1.0,1.0,35.0,0.0,0.0,1.0,-5.0,0.0,130.0,2040.0,20.0,1.0,0.0,15.0,0,0,0,False,skill_pass,False,False,False,False
WilsCe01,cedric-wilson-3,00-0034418,Cedrick Wilson Jr.,WR,2018,6,208,DAL,boise st.,74.0,197.0,4.55,37.0,121.0,9.0,6.89,4.23,4.0,5.0,130.0,1.0,0.0,12.0,20.0,0.0,139.0,2640.0,18.0,11.0,6.0,93.0,0,0,0,False,skill_pass,False,False,False,False
PricTa00,taylor-price-1,00-0027693,Taylor Price,WR,2010,3,90,NWE,ohio,72.0,204.0,4.4,37.0,114.0,16.0,6.82,4.34,3.0,5.0,79.0,2.0,0.0,23.0,116.0,0.0,149.0,2019.0,14.0,1.0,1.0,6.0,0,0,0,False,skill_pass,False,False,False,False
SandAc00,ace-sanders-1,00-0030550,Ace Sanders,WR,2013,4,101,JAX,south carolina,67.0,173.0,4.58,32.0,117.0,7.0,6.81,4.37,2.0,4.0,19.0,2.0,0.0,12.0,72.0,0.0,99.0,1230.0,13.0,3.0,3.0,27.0,0,0,0,False,skill_pass,False,False,False,False
LockDr00,drew-lock-1,00-0035704,Drew Lock,QB,2019,2,42,DEN,missouri,76.0,228.0,4.69,31.0,112.0,,7.03,4.12,883.0,1553.0,12193.0,99.0,39.0,203.0,437.0,9.0,1.0,21.0,1.0,14.0,12.0,41.0,0,0,1,False,skill_pass,False,True,False,False
TrubMi00,mitch-trubisky-1,00-0033869,Mitchell Trubisky,QB,2017,1,2,CHI,north carolina,74.0,222.0,4.67,27.5,116.0,,6.87,4.25,386.0,571.0,4762.0,41.0,10.0,120.0,439.0,8.0,1.0,8.0,0.0,40.0,34.0,82.0,1,0,4,False,skill_pass,False,True,False,False
LockTy00,tyler-lockett-1,00-0032211,Tyler Lockett,WR,2015,3,69,SEA,kansas st.,70.0,182.0,4.4,35.5,121.0,,6.89,4.07,0.0,1.0,0.0,0.0,0.0,22.0,192.0,0.0,249.0,3710.0,29.0,68.0,67.0,178.0,1,1,10,False,skill_pass,False,True,False,False
PresDa01,dak-prescott-1,00-0033077,Dak Prescott,QB,2016,4,135,DAL,mississippi st.,74.0,226.0,4.79,32.5,116.0,,7.11,4.32,734.0,1169.0,9376.0,70.0,23.0,536.0,2521.0,41.0,4.0,88.0,3.0,104.0,104.0,139.0,4,0,8,False,skill_pass,False,True,False,False
MannSe00,sean-mannion-1,00-0032245,Sean Mannion,QB,2015,3,89,STL,oregon st.,78.0,229.0,5.14,31.0,105.0,,7.29,4.39,1187.0,1838.0,13600.0,83.0,54.0,132.0,-804.0,2.0,1.0,6.0,0.0,2.0,1.0,14.0,0,0,0,False,skill_pass,False,True,False,False
PeteNa00,nathan-peterman-1,00-0033958,Nathan Peterman,QB,2017,5,171,BUF,pittsburgh,74.0,226.0,4.82,31.0,110.0,,7.14,4.31,398.0,663.0,5236.0,47.0,17.0,173.0,526.0,5.0,1.0,9.0,0.0,3.0,2.0,15.0,0,0,0,False,skill_pass,False,True,False,False
KafkMi00,mike-kafka-1,00-0027722,Mike Kafka,QB,2010,4,122,PHI,northwestern,75.0,225.0,4.93,32.0,110.0,,6.96,4.37,408.0,637.0,4265.0,19.0,20.0,268.0,891.0,11.0,1.0,24.0,1.0,0.0,0.0,4.0,0,0,0,False,skill_pass,False,True,False,False
MariMa01,marcus-mariota-1,00-0032268,Marcus Mariota,QB,2015,1,2,TEN,oregon,76.0,222.0,4.52,36.0,121.0,,6.87,4.11,779.0,1167.0,10796.0,105.0,14.0,337.0,2237.0,29.0,2.0,28.0,2.0,60.0,43.0,104.0,0,0,5,False,skill_pass,False,True,False,False
ManuEJ00,ej-manuel-1,00-0030526,EJ Manuel,QB,2013,1,16,BUF,florida st.,77.0,237.0,4.65,34.0,118.0,,7.08,4.21,600.0,897.0,7736.0,47.0,28.0,298.0,826.0,11.0,0.0,11.0,0.0,10.0,10.0,30.0,0,0,1,False,skill_pass,False,True,False,False
WilsRu00,russell-wilson-1,00-0029263,Russell Wilson,QB,2012,3,75,SEA,wisconsin,71.0,204.0,4.53,34.0,118.0,,6.97,4.09,907.0,1489.0,11720.0,109.0,30.0,441.0,1421.0,23.0,4.0,60.0,1.0,140.0,125.0,205.0,10,0,12,False,skill_pass,False,True,False,False
MayfBa00,baker-mayfield-1,00-0034855,Baker Mayfield,QB,2018,1,1,CLE,oklahoma,73.0,215.0,4.84,29.0,111.0,,7.0,4.28,1026.0,1497.0,14607.0,131.0,30.0,404.0,1083.0,21.0,1.0,2.0,1.0,80.0,35.0,123.0,2,0,6,False,skill_pass,False,True,False,False
AlleJo02,josh-allen-7,00-0034857,Josh Allen,QB,2018,1,7,BUF,wyoming,77.0,237.0,4.75,33.5,119.0,,6.9,4.4,365.0,649.0,5066.0,44.0,21.0,238.0,756.0,12.0,2.0,6.0,1.0,111.0,111.0,128.0,4,0,7,False,skill_pass,False,True,False,False
DaltAn00,andy-dalton-1,00-0027973,Andy Dalton,QB,2011,2,35,CIN,texas christian,74.0,215.0,4.83,29.5,106.0,,6.93,4.27,812.0,1317.0,10314.0,71.0,30.0,413.0,1611.0,22.0,1.0,27.0,0.0,92.0,82.0,179.0,3,0,11,False,skill_pass,False,True,False,False
WillJa01,james-williams-5,00-0019491,James Williams,WR,2000,6,175,SEA,marshall,71.0,180.0,4.59,36.0,123.0,,7.22,4.16,0.0,1.0,0.0,0.0,0.0,316.0,1543.0,19.0,202.0,1437.0,8.0,4.0,4.0,30.0,0,0,0,False,skill_pass,False,True,False,False
HursHa00,hayden-hurst-1,00-0034830,Hayden Hurst,TE,2018,1,25,BAL,south carolina,76.0,250.0,4.67,31.5,120.0,,7.19,4.37,2.0,3.0,21.0,0.0,0.0,11.0,39.0,1.0,100.0,1281.0,3.0,17.0,6.0,88.0,0,0,1,False,skill_pass,False,True,False,False
KaepCo00,colin-kaepernick-1,00-0027974,Colin Kaepernick,QB,2011,2,36,SFO,nevada,77.0,233.0,4.53,32.5,115.0,,6.85,4.18,728.0,1249.0,9846.0,80.0,24.0,591.0,4040.0,59.0,1.0,6.0,1.0,45.0,45.0,69.0,0,0,4,False,skill_pass,False,True,False,False
AdamRo01,rodney-adams-1,00-0033957,Rodney Adams,WR,2017,5,170,MIN,south florida,73.0,189.0,4.44,29.5,125.0,8.0,6.98,4.28,0.0,1.0,0.0,0.0,0.0,39.0,369.0,7.0,137.0,1982.0,16.0,0.0,,1.0,0,0,0,False,skill_pass,False,False,False,False
CousKi00,kirk-cousins-1,00-0029604,Kirk Cousins,QB,2012,4,102,WAS,michigan st.,75.0,214.0,4.84,28.5,109.0,,7.05,4.5,723.0,1128.0,9131.0,66.0,30.0,111.0,-127.0,1.0,1.0,2.0,0.0,102.0,34.0,174.0,4,0,9,False,skill_pass,False,True,False,False
RobiDe01,demarcus-robinson-3,00-0032775,Demarcus Robinson,WR,2016,4,126,KAN,florida,73.0,203.0,4.59,34.5,123.0,,6.77,4.19,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,106.0,1355.0,9.0,27.0,13.0,161.0,0,0,3,False,skill_pass,False,True,False,False
MahoPa00,patrick-mahomes-1,00-0033873,Patrick Mahomes,QB,2017,1,10,KAN,texas tech,74.0,225.0,4.8,30.0,114.0,,6.88,4.08,857.0,1349.0,11252.0,93.0,29.0,308.0,845.0,22.0,1.0,3.0,0.0,115.0,115.0,126.0,6,2,7,False,skill_pass,False,True,False,False
FinlRy00,ryan-finley-1,00-0035652,Ryan Finley,QB,2019,4,104,CIN,north carolina st.,76.0,213.0,4.73,30.5,116.0,,7.2,4.2,912.0,1424.0,10827.0,59.0,29.0,212.0,381.0,5.0,2.0,18.0,0.0,2.0,2.0,8.0,0,0,0,False,skill_pass,False,True,False,False
BrisJa00,jacoby-brissett-2,00-0033119,Jacoby Brissett,QB,2016,3,91,NWE,north carolina st.,76.0,231.0,4.94,31.0,113.0,,7.17,4.53,499.0,839.0,5723.0,46.0,15.0,283.0,902.0,12.0,1.0,20.0,0.0,42.0,2.0,101.0,0,0,3,False,skill_pass,False,True,False,False
NassRy00,ryan-nassib-1,00-0030586,Ryan Nassib,QB,2013,4,110,NYG,syracuse,74.0,227.0,5.06,28.5,105.0,,7.34,4.53,791.0,1312.0,9190.0,70.0,28.0,242.0,164.0,5.0,1.0,-4.0,0.0,0.0,0.0,5.0,0,0,0,False,skill_pass,False,True,False,False
KizeDe00,deshone-kizer-1,00-0033899,DeShone Kizer,QB,2017,2,52,CLE,notre dame,76.0,233.0,4.83,30.5,107.0,,7.4,4.53,423.0,696.0,5809.0,47.0,19.0,263.0,992.0,18.0,1.0,4.0,0.0,6.0,5.0,18.0,0,0,1,False,skill_pass,False,True,False,False
McNuMa00,marvin-mcnutt-1,00-0029424,Marvin McNutt,WR,2012,6,194,PHI,iowa,75.0,216.0,4.48,37.0,122.0,,7.15,4.07,1.0,6.0,10.0,0.0,1.0,8.0,63.0,0.0,170.0,2861.0,28.0,0.0,0.0,5.0,0,0,0,False,skill_pass,False,True,False,False
GoffJa00,jared-goff-1,00-0033106,Jared Goff,QB,2016,1,1,LAR,california,76.0,215.0,4.82,27.0,110.0,,7.17,4.47,977.0,1569.0,12200.0,96.0,30.0,170.0,-114.0,1.0,2.0,10.0,0.0,106.0,44.0,151.0,5,0,8,False,skill_pass,False,True,False,False
WebbDa00,davis-webb-1,00-0033550,Davis Webb,QB,2017,3,87,NYG,california,77.0,229.0,4.79,33.0,118.0,,6.92,4.21,841.0,1367.0,9852.0,83.0,34.0,77.0,-100.0,9.0,1.0,-10.0,0.0,1.0,1.0,2.0,0,0,0,False,skill_pass,False,True,False,False
MeieKe00,kerry-meier-1,00-0027764,Kerry Meier,WR,2010,5,165,ATL,kansas,74.0,224.0,4.62,35.0,115.0,13.0,,4.23,134.0,219.0,1612.0,17.0,10.0,118.0,415.0,6.0,225.0,2302.0,18.0,0.0,0.0,12.0,0,0,0,False,skill_pass,False,True,False,False
RobiDe00,denard-robinson-1,00-0030547,Denard Robinson,WR,2013,5,135,JAX,michigan,70.0,199.0,4.43,36.5,123.0,,7.09,4.22,418.0,734.0,6152.0,49.0,39.0,715.0,4449.0,42.0,3.0,31.0,0.0,8.0,8.0,55.0,0,0,1,False,skill_pass,False,True,False,False
SavaTo00,tom-savage-1,00-0031064,Tom Savage,QB,2014,4,135,HOU,pittsburgh,76.0,228.0,4.97,27.0,105.0,,7.33,4.36,430.0,757.0,5690.0,37.0,19.0,167.0,-319.0,4.0,1.0,-2.0,0.0,3.0,3.0,13.0,0,0,1,False,skill_pass,False,True,False,False
HundBr00,brett-hundley-1,00-0031589,Brett Hundley,QB,2015,5,147,GNB,ucla,75.0,226.0,4.63,36.0,120.0,,6.93,3.98,838.0,1240.0,9971.0,75.0,25.0,479.0,1747.0,30.0,2.0,16.0,1.0,5.0,5.0,18.0,0,0,1,False,skill_pass,False,True,False,False
DiggSt00,stefon-diggs-1,00-0031588,Stefon Diggs,WR,2015,5,146,MIN,maryland,72.0,195.0,4.46,35.0,115.0,,7.03,4.32,1.0,3.0,8.0,1.0,0.0,32.0,187.0,0.0,150.0,2227.0,14.0,90.0,32.0,161.0,4,1,10,False,skill_pass,False,True,False,False
DobbJo00,joshua-dobbs-1,00-0033949,Joshua Dobbs,QB,2017,4,135,PIT,tennessee,75.0,216.0,4.64,33.0,122.0,,6.75,4.31,614.0,999.0,7138.0,53.0,29.0,438.0,2160.0,32.0,2.0,62.0,2.0,9.0,0.0,27.0,0,0,0,False,skill_pass,False,True,False,False
WrigKe01,kendall-wright-1,00-0029708,Kendall Wright,WR,2012,1,20,TEN,baylor,70.0,196.0,4.49,38.5,121.0,,6.93,4.18,4.0,12.0,114.0,2.0,2.0,75.0,425.0,2.0,302.0,4004.0,30.0,28.0,24.0,82.0,0,0,3,False,skill_pass,False,True,False,False
BortBl00,blake-bortles-1,00-0031407,Blake Bortles,QB,2014,1,3,JAX,central florida,77.0,232.0,4.93,32.5,115.0,,7.08,4.21,585.0,891.0,7598.0,56.0,19.0,195.0,561.0,15.0,1.0,-3.0,0.0,44.0,44.0,78.0,0,0,5,False,skill_pass,False,True,False,False
LockJa00,jake-locker-1,00-0027946,Jake Locker,QB,2011,1,8,TEN,washington,74.0,231.0,4.51,35.0,120.0,,6.77,4.12,619.0,1148.0,7639.0,53.0,35.0,454.0,1939.0,29.0,2.0,31.0,0.0,15.0,15.0,30.0,0,0,1,False,skill_pass,False,True,False,False
McClDe00,dexter-mccluster-1,00-0027651,Dexter McCluster,WR,2010,2,36,KAN,mississippi,69.0,172.0,4.53,37.5,118.0,20.0,,4.06,1.0,6.0,27.0,1.0,2.0,304.0,1955.0,15.0,130.0,1703.0,7.0,21.0,17.0,89.0,1,0,1,False,skill_pass,False,True,False,False
ThomLo00,logan-thomas-1,00-0031260,Logan Thomas,QB,2014,4,120,ARI,virginia tech,78.0,248.0,4.61,35.5,118.0,,7.05,4.18,693.0,1248.0,9003.0,53.0,39.0,495.0,1359.0,24.0,2.0,11.0,1.0,15.0,0.0,94.0,0,0,3,False,skill_pass,False,True,False,False
LuckAn00,andrew-luck-1,00-0029668,Andrew Luck,QB,2012,1,1,IND,stanford,76.0,234.0,4.59,36.0,124.0,,6.8,4.28,713.0,1064.0,9430.0,82.0,22.0,163.0,957.0,7.0,2.0,24.0,0.0,72.0,72.0,86.0,4,0,5,False,skill_pass,False,True,False,False
